input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
GMGC10.031_870_304.UNKNOWN	GMGC10.95nr_block_0014	(AGly)kamB	(AGly)kamB	argannot	2021-Mar-27	NG_050562:101-748	abricate	abricate 1.0.1	100.0			1	648					+		100.0								
GMGC10.032_518_742.QNR	GMGC10.95nr_block_0014	(Flq)qnrVC1	(Flq)qnrVC1	argannot	2021-Mar-27	JX861889:3123-3779	abricate	abricate 1.0.1	80.92			4	657					+		99.54								
GMGC10.032_558_356.CAT	GMGC10.95nr_block_0014	(phe)catA_variant1	(phe)catA_variant1	argannot	2021-Mar-27	NG_060532:101-748	abricate	abricate 1.0.1	88.89			1	648					+		100.0								
GMGC10.032_834_203.CAT	GMGC10.95nr_block_0014	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	81.88			14	608					+		89.59								
GMGC10.033_167_261.CAT	GMGC10.95nr_block_0014	(Phe)catB	(Phe)catB	argannot	2021-Mar-27	M93113:145-804	abricate	abricate 1.0.1	97.12			1	660					+		100.0								
GMGC10.034_853_011.QNR	GMGC10.95nr_block_0014	(Flq)qnr-AS	(Flq)qnr-AS	argannot	2021-Mar-27	FM178379:1699484-1700140	abricate	abricate 1.0.1	81.73			1	657					+		100.0								
GMGC10.035_740_532.BAS0904	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	84.44			27	611					+		94.2								
GMGC10.036_110_500.CAT	GMGC10.95nr_block_0014	(Phe)catU	(Phe)catU	argannot	2021-Mar-27	NG_055655:1-654	abricate	abricate 1.0.1	93.12			1	654					+		100.0								
GMGC10.036_697_474.QNR	GMGC10.95nr_block_0014	(Flq)qnrB6	(Flq)qnrB6	argannot	2021-Mar-27	EF520349:1-681	abricate	abricate 1.0.1	80.22			18	644					+		92.07								
GMGC10.036_777_976.VANX	GMGC10.95nr_block_0014	(Gly)vanX-Sc	(Gly)vanX-Sc	argannot	2021-Mar-27	AL939117:55404-56012	abricate	abricate 1.0.1	81.06			55	654					+		98.19								
GMGC10.037_621_501.CAT	GMGC10.95nr_block_0014	(Phe)catB_variant1	(Phe)catB_variant1	argannot	2021-Mar-27	CP036328:71370-72002	abricate	abricate 1.0.1	80.23			1	602					+		94.31								
GMGC10.037_652_216.CAT	GMGC10.95nr_block_0014	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	92.51			2	655					+		98.64								
GMGC10.037_814_834.CAT	GMGC10.95nr_block_0014	(Phe)catB11	(Phe)catB11	argannot	2021-Mar-27	NG_050948:101-733	abricate	abricate 1.0.1	89.73			1	633					+		100.0								
GMGC10.038_436_827.VATB	GMGC10.95nr_block_0014	(MLS)vat(D)	(MLS)vat(D)	argannot	2021-Mar-27	L12033:162-791	abricate	abricate 1.0.1	93.52			1	602					+		95.56								
GMGC10.039_044_710.VANZ	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	82.73			27	611					+		94.2								
GMGC10.039_045_902.VANZ	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	83.76			27	611					+		94.2								
GMGC10.039_051_236.BAS0904	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	84.27			27	611					+		94.2								
GMGC10.039_053_495.BAS0904	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	81.67			27	626					+		94.2								
GMGC10.039_067_638.VANZ	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	83.25			27	611					+		94.2								
GMGC10.039_080_987.VANZ	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	82.25			27	623					+		94.2								
GMGC10.039_129_064.CAT	GMGC10.95nr_block_0014	(Phe)catB1	(Phe)catB1	argannot	2021-Mar-27	M58472:148-777	abricate	abricate 1.0.1	87.78			1	622					+		98.73								
GMGC10.039_138_467.CAT	GMGC10.95nr_block_0014	(Phe)catB1	(Phe)catB1	argannot	2021-Mar-27	M58472:148-777	abricate	abricate 1.0.1	86.79			1	613					+		97.3								
GMGC10.039_146_440.CAT	GMGC10.95nr_block_0014	(Phe)catB1	(Phe)catB1	argannot	2021-Mar-27	M58472:148-777	abricate	abricate 1.0.1	91.96			1	622					+		98.73								
GMGC10.039_646_539.BAS0904	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	92.33			27	626					+		96.14								
GMGC10.040_167_037.BAS0904	GMGC10.95nr_block_0014	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	81.67			27	626					+		94.2								
GMGC10.040_407_743.CAT	GMGC10.95nr_block_0014	(Phe)catV	(Phe)catV	argannot	2021-Mar-27	KY753886:1-660	abricate	abricate 1.0.1	94.85			1	660					+		100.0								
GMGC10.041_893_528.UNKNOWN	GMGC10.95nr_block_0014	(Gly)VanY_Ng	(Gly)VanY_Ng	argannot	2021-Mar-27	NG_048515:101-691	abricate	abricate 1.0.1	90.14			63	630					+		96.11								
GMGC10.042_323_625.QNR	GMGC10.95nr_block_0014	(Flq)qnrVC6	(Flq)qnrVC6	argannot	2021-Mar-27	KC202804:3875-4531	abricate	abricate 1.0.1	80.03			1	656					+		99.85								
GMGC10.042_706_310.CAT	GMGC10.95nr_block_0014	(Phe)catB7	(Phe)catB7	argannot	2021-Mar-27	AF036933:177-815	abricate	abricate 1.0.1	82.12			4	540					+		84.04								
GMGC10.044_294_660.UNKNOWN	GMGC10.95nr_block_0014	(Phe)catA9	(Phe)catA9	argannot	2021-Mar-27	K01998:288-938	abricate	abricate 1.0.1	92.63			1	651					+		100.0								
GMGC10.044_473_623.CAT	GMGC10.95nr_block_0014	(Phe)catQ	(Phe)catQ	argannot	2021-Mar-27	M55620:459-1118	abricate	abricate 1.0.1	91.52			1	660					+		100.0								
GMGC10.045_496_306.VANX	GMGC10.95nr_block_0014	(Gly)vanX-Sc	(Gly)vanX-Sc	argannot	2021-Mar-27	AL939117:55404-56012	abricate	abricate 1.0.1	80.27			9	599					+		96.72								
GMGC10.002_236_046.TETR	GMGC10.95nr_block_0015	(Tet)tetR	(Tet)tetR	argannot	2021-Mar-27	HF545434:53576-54226	abricate	abricate 1.0.1	90.77			28	601					+		86.79								
GMGC10.002_481_929.CPHA	GMGC10.95nr_block_0015	(Bla)cphA7	(Bla)cphA7	argannot	2021-Mar-27	AY227053:1-765	abricate	abricate 1.0.1	88.89			1	629					+		82.09								
GMGC10.005_891_267.VANX	GMGC10.95nr_block_0015	(Gly)vanX-Sc	(Gly)vanX-Sc	argannot	2021-Mar-27	AL939117:55404-56012	abricate	abricate 1.0.1	90.0			23	621					+		98.19								
GMGC10.005_917_450.UNKNOWN	GMGC10.95nr_block_0015	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	90.96			139	669					+		100.0								
GMGC10.007_614_472.QNR	GMGC10.95nr_block_0015	(Flq)qnrB21	(Flq)qnrB21	argannot	2021-Mar-27	FJ611948:1-645	abricate	abricate 1.0.1	94.12			38	683					+		99.84								
GMGC10.012_020_074.QNR	GMGC10.95nr_block_0015	(Flq)qnrC	(Flq)qnrC	argannot	2021-Mar-27	EU917444:1717-2382	abricate	abricate 1.0.1	93.39			1	666					+		100.0								
GMGC10.012_707_090.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	95.78			1	663					+		100.0								
GMGC10.013_098_962.UNKNOWN	GMGC10.95nr_block_0015	(Gly)vanR-F	(Gly)vanR-F	argannot	2021-Mar-27	AF155139:1512-2207	abricate	abricate 1.0.1	80.97			1	696					+		99.57								
GMGC10.014_379_732.CAT	GMGC10.95nr_block_0015	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	91.09			2	663					+		99.85								
GMGC10.015_183_003.VANR	GMGC10.95nr_block_0015	(Gly)vanR-Pt	(Gly)vanR-Pt	argannot	2021-Mar-27	DQ018711:1-696	abricate	abricate 1.0.1	86.88			2	687					+		98.56								
GMGC10.016_219_755.CAT	GMGC10.95nr_block_0015	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	91.84			2	663					+		99.85								
GMGC10.016_860_954.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	83.94			14	648					+		95.78								
GMGC10.017_051_321.CAT	GMGC10.95nr_block_0015	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	92.75			2	663					+		99.85								
GMGC10.017_619_963.UNKNOWN	GMGC10.95nr_block_0015	(Gly)vanR-M	(Gly)vanR-M	argannot	2021-Mar-27	FJ349556:982-1680	abricate	abricate 1.0.1	81.97			1	696					+		99.57								
GMGC10.018_151_534.VATB	GMGC10.95nr_block_0015	(MLS)vat(F)	(MLS)vat(F)	argannot	2021-Mar-27	AF170730:70-735	abricate	abricate 1.0.1	82.99			1	629					+		94.44								
GMGC10.018_994_885.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	85.65			8	648					+		96.68								
GMGC10.019_137_818.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	85.2			14	648					+		95.78								
GMGC10.019_523_375.DIMT1	GMGC10.95nr_block_0015	(MLS)erm(37)	(MLS)erm(37)	argannot	2021-Mar-27	NG_047780:101-640	abricate	abricate 1.0.1	100.0			1	447					+		82.78								
GMGC10.023_099_251.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	86.84			12	672					+		99.25								
GMGC10.024_220_872.CAT	GMGC10.95nr_block_0015	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	96.68			2	663					+		99.85								
GMGC10.025_661_426.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	85.31			16	648					+		95.48								
GMGC10.026_569_308.UNKNOWN	GMGC10.95nr_block_0015	(MLS)vat(E)	(MLS)vat(E)	argannot	2021-Mar-27	AF139725:63-707	abricate	abricate 1.0.1	95.66			1	618					+		95.81								
GMGC10.026_926_535.QNR	GMGC10.95nr_block_0015	(Flq)qnrC	(Flq)qnrC	argannot	2021-Mar-27	EU917444:1717-2382	abricate	abricate 1.0.1	93.39			1	666					+		100.0								
GMGC10.027_756_280.UNKNOWN	GMGC10.95nr_block_0015	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	80.65			145	666					+		98.31								
GMGC10.033_110_104.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	94.12			1	663					+		100.0								
GMGC10.034_320_027.VANR	GMGC10.95nr_block_0015	(Gly)vanR-Pt	(Gly)vanR-Pt	argannot	2021-Mar-27	DQ018711:1-696	abricate	abricate 1.0.1	82.8			2	693					+		99.43								
GMGC10.034_697_361.CPHA	GMGC10.95nr_block_0015	(Bla)blaIND-7	(Bla)blaIND-7	argannot	2021-Mar-27	AB529520:1-720	abricate	abricate 1.0.1	88.78			1	686					+		95.28								
GMGC10.036_911_410.CAT	GMGC10.95nr_block_0015	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	92.9			2	663					+		99.85								
GMGC10.037_085_153.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	84.71			8	648					+		96.68								
GMGC10.039_646_536.UNKNOWN	GMGC10.95nr_block_0015	(Gly)vanR-F	(Gly)vanR-F	argannot	2021-Mar-27	AF155139:1512-2207	abricate	abricate 1.0.1	98.13			1	696					+		100.0								
GMGC10.040_438_331.CAT	GMGC10.95nr_block_0015	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	91.69			2	663					+		99.85								
GMGC10.041_299_921.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	84.58			1	623					+		93.97								
GMGC10.044_167_183.CAT	GMGC10.95nr_block_0015	(Phe)cat-86	(Phe)cat-86	argannot	2021-Mar-27	K00544:145-807	abricate	abricate 1.0.1	94.11			2	663					+		99.85								
GMGC10.045_008_002.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	86.68			14	651					+		95.78								
GMGC10.045_457_610.CAT	GMGC10.95nr_block_0015	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	82.68			8	648					+		96.68								
GMGC10.045_615_192.VANX	GMGC10.95nr_block_0015	(Gly)vanX-Sc	(Gly)vanX-Sc	argannot	2021-Mar-27	AL939117:55404-56012	abricate	abricate 1.0.1	90.59			1	605					+		99.18								
GMGC10.046_409_531.UNKNOWN	GMGC10.95nr_block_0015	(Gly)vanR-F	(Gly)vanR-F	argannot	2021-Mar-27	AF155139:1512-2207	abricate	abricate 1.0.1	80.46			1	696					+		100.0								
GMGC10.002_066_333.CPHA	GMGC10.95nr_block_0017	(Bla)blaIMP-15	(Bla)blaIMP-15	argannot	2021-Mar-27	AY553333:114-854	abricate	abricate 1.0.1	100.0			1	741					+		100.0								
GMGC10.002_080_555.CPHA	GMGC10.95nr_block_0017	(Bla)blaIMP-18	(Bla)blaIMP-18	argannot	2021-Mar-27	AB587676:1366-2106	abricate	abricate 1.0.1	99.86			1	741					+		100.0								
GMGC10.002_395_809.CPHA	GMGC10.95nr_block_0017	(Bla)imiH	(Bla)imiH	argannot	2021-Mar-27	AJ548797:924-1688	abricate	abricate 1.0.1	95.41			1	762					+		99.61								
GMGC10.002_444_244.HISI	GMGC10.95nr_block_0017	(AGly)ant4-IIb	(AGly)ant4-IIb	argannot	2021-Mar-27	AY114142:1061-1816	abricate	abricate 1.0.1	99.6			1	756					+		100.0								
GMGC10.002_475_761.CPHA	GMGC10.95nr_block_0017	(Bla)cphA5	(Bla)cphA5	argannot	2021-Mar-27	AY227051:1-765	abricate	abricate 1.0.1	91.87			1	749					+		97.78								
GMGC10.002_496_517.CPHA	GMGC10.95nr_block_0017	(Bla)cphA5	(Bla)cphA5	argannot	2021-Mar-27	AY227051:1-765	abricate	abricate 1.0.1	92.92			1	749					+		97.91								
GMGC10.002_797_915.CPHA	GMGC10.95nr_block_0017	(Bla)blaIMP-39	(Bla)blaIMP-39	argannot	2021-Mar-27	D50438:1195-1935	abricate	abricate 1.0.1	100.0			1	741					+		100.0								
GMGC10.004_522_534.ERMA	GMGC10.95nr_block_0017	(MLS)erm(A)	(MLS)erm(A)	argannot	2021-Mar-27	X03216:4551-5282	abricate	abricate 1.0.1	82.14			1	728					+		99.45								
GMGC10.005_136_141.ERMA	GMGC10.95nr_block_0017	(MLS)erm(A)	(MLS)erm(A)	argannot	2021-Mar-27	X03216:4551-5282	abricate	abricate 1.0.1	80.85			1	726					+		99.18								
GMGC10.005_804_735.UNKNOWN	GMGC10.95nr_block_0017	(Bla)blaOXA-61	(Bla)blaOXA-61	argannot	2021-Mar-27	AY587956:123-896	abricate	abricate 1.0.1	92.78			1	762					+		98.32								
GMGC10.006_048_224.ERMA	GMGC10.95nr_block_0017	(MLS)erm(A)	(MLS)erm(A)	argannot	2021-Mar-27	X03216:4551-5282	abricate	abricate 1.0.1	82.08			1	726					+		98.5								
GMGC10.006_858_495.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	81.41			1	708					+		94.51								
GMGC10.007_258_329.UNKNOWN	GMGC10.95nr_block_0017	(AGly)aadB	(AGly)aadB	argannot	2021-Mar-27	JQ690540:4275-4808	abricate	abricate 1.0.1	100.0			217	750					+		100.0								
GMGC10.007_544_698.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	100.0			1	747					+		100.0								
GMGC10.007_657_999.ERMA	GMGC10.95nr_block_0017	(MLS)erm(G)	(MLS)erm(G)	argannot	2021-Mar-27	M15332:672-1406	abricate	abricate 1.0.1	80.44			1	731					+		99.46								
GMGC10.008_182_859.CPHA	GMGC10.95nr_block_0017	(Bla)blaTMB-1	(Bla)blaTMB-1	argannot	2021-Mar-27	FR771847:16-753	abricate	abricate 1.0.1	99.86			1	738					+		100.0								
GMGC10.009_634_850.ERMX	GMGC10.95nr_block_0017	(MLS)erm(39)	(MLS)erm(39)	argannot	2021-Mar-27	AY487229:2153-2893	abricate	abricate 1.0.1	80.84			1	741					+		100.0								
GMGC10.010_076_335.CPHA	GMGC10.95nr_block_0017	(Bla)blaCGB-1	(Bla)blaCGB-1	argannot	2021-Mar-27	EF672680:1-729	abricate	abricate 1.0.1	85.93			1	725					+		99.45								
GMGC10.010_110_869.ERMA	GMGC10.95nr_block_0017	(MLS)erm(G)	(MLS)erm(G)	argannot	2021-Mar-27	M15332:672-1406	abricate	abricate 1.0.1	85.85			1	728					+		99.05								
GMGC10.010_183_740.CPHA	GMGC10.95nr_block_0017	(Bla)blaIND-4	(Bla)blaIND-4	argannot	2021-Mar-27	AF219135:1-729	abricate	abricate 1.0.1	82.96			1	710					+		97.39								
GMGC10.011_401_929.CPHA	GMGC10.95nr_block_0017	(Bla)blaTUS-1	(Bla)blaTUS-1	argannot	2021-Mar-27	AF441287:261-1007	abricate	abricate 1.0.1	100.0			1	747					+		100.0								
GMGC10.011_820_987.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	84.07			1	747					+		100.0								
GMGC10.013_099_787.ERMA	GMGC10.95nr_block_0017	(MLS)erm(Y)	(MLS)erm(Y)	argannot	2021-Mar-27	AB014481:556-1290	abricate	abricate 1.0.1	87.26			1	730					+		99.32								
GMGC10.013_557_654.BAS0904	GMGC10.95nr_block_0017	(Gly)vanZF-Pp	(Gly)vanZF-Pp	argannot	2021-Mar-27	AF155139:4339-4959	abricate	abricate 1.0.1	87.08			135	722					+		94.2								
GMGC10.013_800_285.HISI	GMGC10.95nr_block_0017	(AGly)ant4-IIb	(AGly)ant4-IIb	argannot	2021-Mar-27	AY114142:1061-1816	abricate	abricate 1.0.1	89.4			2	756					+		99.87								
GMGC10.014_085_457.ERMX	GMGC10.95nr_block_0017	(MLS)erm(40)	(MLS)erm(40)	argannot	2021-Mar-27	AY570506:2035-2790	abricate	abricate 1.0.1	100.0			1	756					+		100.0								
GMGC10.014_175_266.CPHA	GMGC10.95nr_block_0017	(Bla)imiH	(Bla)imiH	argannot	2021-Mar-27	AJ548797:924-1688	abricate	abricate 1.0.1	95.67			1	762					+		99.61								
GMGC10.015_875_479.ERMX	GMGC10.95nr_block_0017	(MLS)erm(39)	(MLS)erm(39)	argannot	2021-Mar-27	AY487229:2153-2893	abricate	abricate 1.0.1	80.03			1	741					+		100.0								
GMGC10.016_281_653.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	80.19			1	717					+		95.98								
GMGC10.016_285_197.ERMA	GMGC10.95nr_block_0017	(MLS)erm(A)	(MLS)erm(A)	argannot	2021-Mar-27	X03216:4551-5282	abricate	abricate 1.0.1	82.79			1	732					+		100.0								
GMGC10.016_988_102.UNKNOWN	GMGC10.95nr_block_0017	(AGly)rmtH	(AGly)rmtH	argannot	2021-Mar-27	KC544262:666-1424	abricate	abricate 1.0.1	100.0			1	759					+		100.0								
GMGC10.018_275_546.CPHA	GMGC10.95nr_block_0017	(Bla)blaIMP-13	(Bla)blaIMP-13	argannot	2021-Mar-27	JN091097:261-1001	abricate	abricate 1.0.1	100.0			1	741					+		100.0								
GMGC10.018_493_786.UNKNOWN	GMGC10.95nr_block_0017	(MLS)erm(37)	(MLS)erm(37)	argannot	2021-Mar-27	NG_047780:101-640	abricate	abricate 1.0.1	100.0			60	596					-		99.44								
GMGC10.018_870_728.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	83.13			1	747					+		100.0								
GMGC10.019_639_172.CPHA	GMGC10.95nr_block_0017	(Bla)cphA4	(Bla)cphA4	argannot	2021-Mar-27	AY227050:131-895	abricate	abricate 1.0.1	96.05			1	758					+		99.08								
GMGC10.020_294_217.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	81.5			1	717					+		95.72								
GMGC10.021_132_778.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	84.07			1	747					+		100.0								
GMGC10.021_237_603.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	84.89			1	747					+		99.87								
GMGC10.021_291_367.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	82.73			1	747					+		100.0								
GMGC10.021_877_283.CPHA	GMGC10.95nr_block_0017	(Bla)cphA5	(Bla)cphA5	argannot	2021-Mar-27	AY227051:1-765	abricate	abricate 1.0.1	95.02			1	762					+		99.48								
GMGC10.022_047_123.CPHA	GMGC10.95nr_block_0017	(Bla)blaIMP-8	(Bla)blaIMP-8	argannot	2021-Mar-27	HQ651093:3019-3759	abricate	abricate 1.0.1	100.0			1	741					+		100.0								
GMGC10.022_331_231.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	80.48			1	741					+		98.93								
GMGC10.022_850_620.ERMX	GMGC10.95nr_block_0017	(MLS)erm(40)	(MLS)erm(40)	argannot	2021-Mar-27	AY570506:2035-2790	abricate	abricate 1.0.1	82.49			1	730					+		96.43								
GMGC10.022_902_813.CPHA	GMGC10.95nr_block_0017	(Bla)blaIND-4	(Bla)blaIND-4	argannot	2021-Mar-27	AF219135:1-729	abricate	abricate 1.0.1	81.97			1	710					+		97.39								
GMGC10.023_254_505.AADA	GMGC10.95nr_block_0017	(AGly)aad9	(AGly)aad9	argannot	2021-Mar-27	M69221:271-1038	abricate	abricate 1.0.1	100.0			1	753					+		98.05								
GMGC10.024_164_728.ERMX	GMGC10.95nr_block_0017	(MLS)erm(39)	(MLS)erm(39)	argannot	2021-Mar-27	AY487229:2153-2893	abricate	abricate 1.0.1	97.84			1	741					+		100.0								
GMGC10.024_344_313.CPHA	GMGC10.95nr_block_0017	(Bla)cphA5	(Bla)cphA5	argannot	2021-Mar-27	AY227051:1-765	abricate	abricate 1.0.1	94.67			1	749					+		97.78								
GMGC10.024_605_567.CPHA	GMGC10.95nr_block_0017	(Bla)blaGIM-1	(Bla)blaGIM-1	argannot	2021-Mar-27	JF414726:394-1146	abricate	abricate 1.0.1	100.0			1	753					+		100.0								
GMGC10.024_903_486.ERMA	GMGC10.95nr_block_0017	(MLS)erm(44)	(MLS)erm(44)	argannot	2021-Mar-27	NG_047787:101-832	abricate	abricate 1.0.1	84.97			1	732					+		100.0								
GMGC10.025_412_027.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	83.4			1	747					+		100.0								
GMGC10.026_560_640.CPHA	GMGC10.95nr_block_0017	(Bla)blaIMP-7	(Bla)blaIMP-7	argannot	2021-Mar-27	AY625685:1-741	abricate	abricate 1.0.1	100.0			1	741					+		100.0								
GMGC10.026_769_448.CPHA	GMGC10.95nr_block_0017	(Bla)blaB-2	(Bla)blaB-2	argannot	2021-Mar-27	AF189300:1-750	abricate	abricate 1.0.1	88.42			1	750					+		99.87								
GMGC10.026_772_319.CPHA	GMGC10.95nr_block_0017	(Bla)blaB-7	(Bla)blaB-7	argannot	2021-Mar-27	AF189304:1-747	abricate	abricate 1.0.1	99.47			1	747					+		100.0								
GMGC10.027_908_277.ERMA	GMGC10.95nr_block_0017	(MLS)erm(43)	(MLS)erm(43)	argannot	2021-Mar-27	NG_047786:101-832	abricate	abricate 1.0.1	99.86			1	732					+		100.0								
GMGC10.028_463_918.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	84.61			1	747					+		100.0								
GMGC10.029_149_166.CAT	GMGC10.95nr_block_0017	(Phe)catA-St	(Phe)catA-St	argannot	2021-Mar-27	NG_047581:101-763	abricate	abricate 1.0.1	81.23			73	689					+		92.91								
GMGC10.029_403_847.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	81.92			1	729					+		97.46								
GMGC10.029_956_349.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	83.67			1	746					+		99.87								
GMGC10.030_068_719.ERMX	GMGC10.95nr_block_0017	(MLS)erm(39)	(MLS)erm(39)	argannot	2021-Mar-27	AY487229:2153-2893	abricate	abricate 1.0.1	80.3			1	741					+		100.0								
GMGC10.030_525_763.CPHA	GMGC10.95nr_block_0017	(Bla)blaJOHN-1	(Bla)blaJOHN-1	argannot	2021-Mar-27	AY02846:443-1189	abricate	abricate 1.0.1	84.79			1	723					+		96.79								
